224,0.88,0.125,Burruss,2
225,0.915,0.125,Burruss,2
227,0.085,0.205,Burruss,2
228,0.12,0.205,Burruss,2
229,0.15,0.205,Burruss,2
230,0.17,0.205,Burruss,2
232,0.23,0.205,Burruss,2
234,0.31,0.205,Burruss,2
235,0.345,0.205,Burruss,2
236,0.38,0.205,Burruss,2
237,0.415,0.205,Burruss,2
238,0.45,0.205,Burruss,2
239A,0.483,0.205,Burruss,2
239C,0.515,0.205,Burruss,2
240,0.553,0.205,Burruss,2
241,0.587,0.205,Burruss,2
242,0.622,0.205,Burruss,2
243,0.653,0.205,Burruss,2
244,0.692,0.205,Burruss,2
246,0.762,0.205,Burruss,2
247,0.785,0.205,Burruss,2
248,0.812,0.205,Burruss,2
249,0.845,0.205,Burruss,2
250,0.881,0.205,Burruss,2
251,0.914,0.205,Burruss,2
255,0.327,0.407,Burruss,2
256,0.388,0.403,Burruss,2
257,0.443,0.4,Burruss,2
258,0.5,0.38,Burruss,2
259,0.556,0.4,Burruss,2
260,0.605,0.4,Burruss,2
261,0.652,0.4,Burruss,2
262,0.684,0.4,Burruss,2
268,0.32,0.51,Burruss,2
269,0.427,0.51,Burruss,2
270,0.522,0.51,Burruss,2
271A,0.554,0.528,Burruss,2
271B,0.556,0.486,Burruss,2
271C,0.58,0.48,Burruss,2
271D,0.645,0.488,Burruss,2
271E,0.606,0.524,Burruss,2
272A,0.637,0.528,Burruss,2
272B,0.638,0.486,Burruss,2
272C,0.663,0.474,Burruss,2
272D,0.688,0.486,Burruss,2
272E,0.688,0.526,Burruss,2
281,0.32,0.62,Burruss,2
284,0.32,0.68,Burruss,2
288,0.32,0.733,Burruss,2
283,0.378,0.61,Burruss,2
286,0.378,0.653,Burruss,2
287,0.378,0.693,Burruss,2
290,0.378,0.74,Burruss,2
291,0.43,0.655,Burruss,2
291B,0.438,0.737,Burruss,2
292,0.526,0.685,Burruss,2
293,0.658,0.685,Burruss,2
277,0.752,0.5,Burruss,2
275,0.752,0.468,Burruss,2
276,0.771,0.45,Burruss,2
278,0.811,0.5,Burruss,2
266,0.235,0.53,Burruss,2
265,0.194,0.52,Burruss,2
264,0.19,0.443,Burruss,2
105,0.227,0.27,Burruss,1
108,0.347,0.27,Burruss,1
109,0.425,0.27,Burruss,1
111,0.511,0.27,Burruss,1
112,0.546,0.27,Burruss,1
113,0.532,0.308,Burruss,1
114,0.611,0.27,Burruss,1
117,0.73,0.27,Burruss,1
123,0.27,0.347,Burruss,1
124,0.27,0.395,Burruss,1
127,0.336,0.485,Burruss,1
129,0.351,0.52,Burruss,1
141,0.611,0.437,Burruss,1
143,0.606,0.487,Burruss,1
144,0.61,0.516,Burruss,1
150,0.348,0.616,Burruss,1
151,0.476,0.635,Burruss,1
152,0.61,0.619,Burruss,1
153,0.703,0.597,Burruss,1
E4,0.696,0.346,Burruss,4
E3,0.696,0.346,Burruss,3
E2,0.696,0.346,Burruss,2
E1,0.696,0.346,Burruss,1
154,0.703,0.597,Burruss,1
